번호,사고번호,발생일시,사상자수,사고유형,도로형태,가해운전자연령,가해운전자성별,피해자연령,피해자성별,위도,경도,시도코드,시도이름,시군구코드,시군구이름,행정동코드,행정동이름,법정동코드,법정동이름,기준일자
126,2017010000000000.00 ,2017-01-24 13:00,1,차대차 - 추돌,단일로 - 기타,57세,여,33세,남,989848,1826273,3000000000,대전광역시,3020000000,유성구,3020058000,구즉동,3020014700,송강동,2017-01-24
127,2017010000000000.00 ,2017-01-24 16:00,2,차대차 - 추돌,단일로 - 기타,37세,여,48세,여,984841,1818637,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,2017-01-24
128,2017010000000000.00 ,2017-01-24 16:00,1,차대사람 - 횡단중,단일로 - 기타,33세,여,49세,남,985199,1818015,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,2017-01-24
129,2017010000000000.00 ,2017-01-24 16:00,1,차대차 - 측면충돌,단일로 - 기타,32세,남,37세,여,986687,1817873,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2017-01-24
130,2017010000000000.00 ,2017-01-24 18:00,1,차대차 - 기타,교차로 - 교차로안,54세,여,32세,남,985958,1817996,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2017-01-24
131,2017010000000000.00 ,2017-01-24 19:00,1,차대사람 - 기타,단일로 - 기타,32세,여,11세,여,989615,1824878,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014600,관평동,2017-01-24
132,2017010000000000.00 ,2017-01-24 22:00,1,차대차 - 추돌,단일로 - 기타,48세,남,27세,남,985420,1818480,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,2017-01-24
133,2017010000000000.00 ,2017-01-25 08:00,9,차대차 - 측면충돌,교차로 - 교차로안,58세,남,24세,남,990163,1826205,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014600,관평동,2017-01-25
134,2017010000000000.00 ,2017-01-25 13:00,2,차대차 - 추돌,교차로 - 교차로부근,49세,남,31세,여,986383,1815798,3000000000,대전광역시,3020000000,유성구,3020061000,원신흥동,3020011400,원신흥동,2017-01-25
135,2017010000000000.00 ,2017-01-25 22:00,2,차대차 - 추돌,단일로 - 기타,64세,남,24세,남,985954,1817778,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2017-01-25
136,2017010000000000.00 ,2017-01-26 07:00,1,차대사람 - 횡단중,단일로 - 기타,36세,여,32세,남,985407,1824046,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020013500,신봉동,2017-01-26
137,2017010000000000.00 ,2017-01-26 17:00,2,차대차 - 추돌,단일로 - 기타,33세,여,42세,남,982786,1822644,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020013800,외삼동,2017-01-26
138,2017010000000000.00 ,2017-01-26 20:00,1,차대차 - 측면충돌,교차로 - 교차로안,45세,남,37세,여,986188,1820772,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012500,신성동,2017-01-26
139,2017010000000000.00 ,2017-01-27 01:00,2,차대차 - 측면충돌,교차로 - 교차로안,33세,남,52세,여,984427,1816815,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011200,구암동,2017-01-27
140,2017010000000000.00 ,2017-01-27 10:00,3,차대차 - 추돌,단일로 - 기타,43세,남,35세,남,984448,1816874,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011200,구암동,2017-01-27
141,2017010000000000.00 ,2017-01-27 15:00,1,차대사람 - 횡단중,단일로 - 기타,50세,남,62세,남,991466,1822278,3000000000,대전광역시,3020000000,유성구,3020057000,전민동,3020014100,전민동,2017-01-27
142,2017010000000000.00 ,2017-01-28 12:00,8,차대차 - 측면충돌,단일로 - 기타,56세,남,42세,남,983674,1819851,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020012000,지족동,2017-01-28
143,2017010000000000.00 ,2017-01-28 15:00,4,차대차 - 기타,교차로 - 교차로부근,65세,남,41세,남,982867,1820919,3000000000,대전광역시,3020000000,유성구,3020054800,노은3동,3020012000,지족동,2017-01-28
144,2017010000000000.00 ,2017-01-28 20:00,1,차대차 - 측면충돌,교차로 - 교차로안,37세,여,25세,여,988356,1819129,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012400,구성동,2017-01-28
145,2017010000000000.00 ,2017-01-28 22:00,6,차대차 - 추돌,단일로 - 기타,50세,여,36세,여,983118,1822067,3000000000,대전광역시,3020000000,유성구,3020054800,노은3동,3020013900,반석동,2017-01-28
146,2017010000000000.00 ,2017-01-30 00:00,3,차대사람 - 횡단중,교차로 - 교차로안,25세,남,32세,여,990295,1825261,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014600,관평동,2017-01-30
147,2017010000000000.00 ,2017-01-30 14:00,1,차대차 - 측면충돌,교차로 - 교차로부근,47세,여,73세,남,987245,1818303,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012400,구성동,2017-01-30
148,2017010000000000.00 ,2017-01-30 14:00,1,차대차 - 측면충돌,단일로 - 기타,46세,남,35세,남,986081,1817467,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2017-01-30
149,2017010000000000.00 ,2017-01-30 17:00,2,차대차 - 측면충돌,교차로 - 교차로안,31세,남,72세,남,983702,1818849,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011900,노은동,2017-01-30
150,2017010000000000.00 ,2017-01-31 21:00,1,차대차 - 추돌,교차로 - 교차로부근,44세,남,56세,여,986277,1817939,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2017-01-31
151,2017020000000000.00 ,2017-02-01 01:00,1,차대차 - 측면충돌,교차로 - 교차로안,50세,여,22세,남,986889,1818141,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2017-02-01
152,2017020000000000.00 ,2017-02-01 10:00,1,차대차 - 측면충돌,교차로 - 교차로안,50세,여,58세,남,983370,1815578,3000000000,대전광역시,3020000000,유성구,3020052600,학하동,3020010500,학하동,2017-02-01
153,2017020000000000.00 ,2017-02-01 16:00,2,차대차 - 정면충돌,교차로 - 교차로안,60세,여,64세,남,984749,1817383,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011200,구암동,2017-02-01
154,2017020000000000.00 ,2017-02-01 16:00,1,차대차 - 측면충돌,단일로 - 기타,23세,남,34세,남,987286,1818187,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2017-02-01
155,2017020000000000.00 ,2017-02-01 20:00,1,차대사람 - 횡단중,단일로 - 기타,54세,남,70세,여,985699,1817174,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2017-02-01
156,2017020000000000.00 ,2017-02-02 09:00,1,차대사람 - 횡단중,단일로 - 기타,53세,여,45세,여,983904,1818901,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011900,노은동,2017-02-02
157,2017020000000000.00 ,2017-02-02 20:00,1,차대사람 - 횡단중,단일로 - 기타,59세,남,31세,남,985255,1817546,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2017-02-02
158,2017020000000000.00 ,2017-02-03 07:00,1,차대사람 - 차도통행중,단일로 - 기타,39세,남,65세,남,989550,1825744,3000000000,대전광역시,3020000000,유성구,3020058000,구즉동,3020014700,송강동,2017-02-03
159,2017020000000000.00 ,2017-02-03 08:00,1,차대차 - 추돌,교차로 - 교차로부근,35세,남,39세,여,983115,1822070,3000000000,대전광역시,3020000000,유성구,3020054800,노은3동,3020013900,반석동,2017-02-03
160,2017020000000000.00 ,2017-02-03 08:00,1,차대사람 - 기타,교차로 - 교차로부근,36세,남,36세,남,983115,1822071,3000000000,대전광역시,3020000000,유성구,3020054800,노은3동,3020013900,반석동,2017-02-03
161,2017020000000000.00 ,2017-02-05 08:00,1,차대차 - 추돌,교차로 - 교차로부근,24세,여,54세,남,983098,1821616,3000000000,대전광역시,3020000000,유성구,3020054800,노은3동,3020013900,반석동,2017-02-05
162,2017020000000000.00 ,2017-02-05 13:00,1,차대차 - 측면충돌,단일로 - 기타,32세,남,20세,남,989118,1820262,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012600,가정동,2017-02-05
163,2017020000000000.00 ,2017-02-05 13:00,2,차대차 - 정면충돌,교차로 - 교차로부근,63세,남,30세,여,985632,1817591,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2017-02-05
164,2017020000000000.00 ,2017-02-05 21:00,5,차대차 - 추돌,단일로 - 기타,63세,남,40세,남,984079,1819759,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020012000,지족동,2017-02-05
165,2017020000000000.00 ,2017-02-05 23:00,1,차대차 - 기타,단일로 - 기타,미분류,기타불명,17세,남,984115,1811333,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010100,원내동,2017-02-05
166,2017020000000000.00 ,2017-02-06 00:00,1,차대사람 - 기타,단일로 - 기타,57세,남,34세,남,986203,1817336,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2017-02-06
167,2017020000000000.00 ,2017-02-06 08:00,2,차대차 - 추돌,단일로 - 기타,58세,여,45세,여,984294,1818837,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011900,노은동,2017-02-06
168,2017020000000000.00 ,2017-02-06 10:00,1,차대사람 - 횡단중,교차로 - 교차로안,57세,남,65세,남,985645,1817303,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2017-02-06
169,2017020000000000.00 ,2017-02-06 16:00,1,차대차 - 측면충돌,교차로 - 교차로안,54세,남,80세,남,985746,1817607,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2017-02-06
170,2017020000000000.00 ,2017-02-06 16:00,2,차대차 - 측면충돌,교차로 - 교차로부근,54세,남,64세,남,988366,1819119,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012400,구성동,2017-02-06
171,2017020000000000.00 ,2017-02-06 17:00,1,차대차 - 기타,단일로 - 기타,42세,남,46세,여,982024,1824393,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020013700,안산동,2017-02-06
172,2017020000000000.00 ,2017-02-06 18:00,2,차대차 - 측면충돌,단일로 - 기타,45세,여,43세,남,983853,1820843,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020012000,지족동,2017-02-06
173,2017020000000000.00 ,2017-02-06 21:00,1,차대차 - 추돌,교차로 - 교차로부근,28세,남,28세,남,989744,1824598,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014600,관평동,2017-02-06
174,2017020000000000.00 ,2017-02-06 23:00,1,차대차 - 측면충돌,단일로 - 기타,41세,남,50세,여,984065,1812989,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2017-02-06
175,2017020000000000.00 ,2017-02-07 01:00,1,차대차 - 추돌,단일로 - 기타,26세,남,32세,남,986096,1817974,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2017-02-07
176,2017020000000000.00 ,2017-02-07 09:00,1,차대사람 - 기타,단일로 - 기타,25세,남,75세,여,981933,1816896,3000000000,대전광역시,3020000000,유성구,3020052600,학하동,3020011300,덕명동,2017-02-07
177,2017020000000000.00 ,2017-02-07 10:00,1,차대차 - 기타,단일로 - 지하차도(도로)내,49세,남,63세,남,983809,1820912,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020012000,지족동,2017-02-07
178,2017020000000000.00 ,2017-02-07 16:00,1,차대차 - 추돌,교차로 - 교차로부근,20세,남,20세,남,984370,1812684,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2017-02-07
179,2017020000000000.00 ,2017-02-07 20:00,1,차대사람 - 횡단중,교차로 - 교차로횡단보도내,57세,남,59세,남,984884,1817713,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011200,구암동,2017-02-07
180,2017020000000000.00 ,2017-02-07 22:00,4,차대차 - 측면충돌,교차로 - 교차로안,59세,남,25세,여,985961,1818003,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2017-02-07
181,2017020000000000.00 ,2017-02-08 14:00,1,차대차 - 기타,교차로 - 교차로안,31세,남,21세,여,986681,1818265,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012200,궁동,2017-02-08
182,2017020000000000.00 ,2017-02-08 19:00,1,차대사람 - 횡단중,기타 - 기타,49세,남,46세,여,989411,1826484,3000000000,대전광역시,3020000000,유성구,3020058000,구즉동,3020014700,송강동,2017-02-08
183,2017020000000000.00 ,2017-02-08 20:00,1,차대사람 - 기타,기타 - 기타,30세,남,55세,남,987193,1818409,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012300,어은동,2017-02-08
184,2017020000000000.00 ,2017-02-08 21:00,1,차대차 - 추돌,단일로 - 교량,22세,남,27세,남,989206,1819663,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012700,도룡동,2017-02-08
185,2017020000000000.00 ,2017-02-08 23:00,1,차대사람 - 횡단중,교차로 - 교차로안,53세,남,57세,남,985441,1818556,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,2017-02-08
186,2017020000000000.00 ,2017-02-09 08:00,2,차대차 - 기타,교차로 - 교차로안,44세,남,45세,남,985629,1817704,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2017-02-09
187,2017020000000000.00 ,2017-02-09 11:00,3,차대차 - 기타,단일로 - 기타,43세,남,25세,여,990292,1825681,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014600,관평동,2017-02-09
188,2017020000000000.00 ,2017-02-09 13:00,1,차대차 - 기타,단일로 - 교량,67세,남,40세,남,990435,1826649,3000000000,대전광역시,3020000000,유성구,3020058000,구즉동,3020014500,봉산동,2017-02-09
189,2017020000000000.00 ,2017-02-09 18:00,1,차대사람 - 횡단중,교차로 - 교차로안,47세,여,18세,여,990893,1825628,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014600,관평동,2017-02-09
190,2017020000000000.00 ,2017-02-09 19:00,1,차대사람 - 횡단중,교차로 - 교차로안,30세,남,48세,여,986606,1817870,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2017-02-09
191,2017020000000000.00 ,2017-02-09 19:00,2,차대차 - 측면충돌,교차로 - 교차로안,55세,남,55세,남,983406,1814983,3000000000,대전광역시,3020000000,유성구,3020052600,학하동,3020010500,학하동,2017-02-09
192,2017020000000000.00 ,2017-02-09 20:00,2,차대차 - 측면충돌,단일로 - 기타,24세,남,24세,남,987129,1818433,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012300,어은동,2017-02-09
193,2017020000000000.00 ,2017-02-10 08:00,1,차대사람 - 보도통행중,단일로 - 교량,39세,남,64세,남,984888,1817804,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,2017-02-10
194,2017020000000000.00 ,2017-02-10 09:00,1,차대사람 - 횡단중,교차로 - 교차로부근,33세,남,58세,여,990425,1825775,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014600,관평동,2017-02-10
195,2017020000000000.00 ,2017-02-10 17:00,1,차대차 - 기타,교차로 - 교차로부근,63세,남,52세,여,981887,1817149,3000000000,대전광역시,3020000000,유성구,3020052600,학하동,3020011300,덕명동,2017-02-10
196,2017020000000000.00 ,2017-02-10 18:00,1,차대차 - 정면충돌,교차로 - 교차로부근,29세,여,48세,남,984875,1816796,3000000000,대전광역시,3020000000,유성구,3020052700,상대동,3020011500,상대동,2017-02-10
197,2017020000000000.00 ,2017-02-10 19:00,5,차대차 - 정면충돌,교차로 - 교차로안,38세,여,38세,남,983671,1818852,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011900,노은동,2017-02-10
198,2017020000000000.00 ,2017-02-11 11:00,2,차대차 - 측면충돌,교차로 - 교차로안,55세,남,69세,남,986369,1817162,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2017-02-11
